pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT
6697,A group of people is sitting on both sides of a red stone structure,A group of people is standing on both sides of a red stone structure,0.8500000000000001,0.59209687
6698,The group of people is sitting on the ground outside a monument,Some people are sitting on the ground outside a monument,0.9750000000000001,0.9858986
6699,The group of people is sitting on the ground outside a monument,The group of people is not sitting on the ground outside a monument,0.44999999999999996,0.4062431
6700,A group of people is sitting on both sides of a red stone structure,Some people are sitting on the ground outside a monument,0.575,0.5990561
6701,A group of people is sitting on both sides of a red stone structure,The group of people is not sitting on the ground outside a monument,0.55,0.29988617
6702,A group of people is sitting relaxed on both sides of a red stone monument,The group of people is sitting on the ground outside a monument,0.7749999999999999,0.74812216
6703,The group of people is sitting on the ground outside a monument,A group of people is standing on both sides of a red stone structure,0.625,0.13448721
6704,The group of people is sitting on the ground outside a monument,A group of people is sitting on both sides of a red stone structure,0.65,0.6054243
6705,"A child, who is small, is outdoors climbing steps outdoors in an area full of grass",A small child is outdoors climbing steps in a grassy area,0.9750000000000001,0.9812878
6706,A small child is lying outdoors in a grassy area,A small child is outdoors climbing steps in a grassy area,0.65,0.61503565
6707,A little child in a pink sweater is climbing a concrete staircase,A small child in a pink sweater is climbing a concrete staircase,0.95,0.99827474
6708,A small child in a pink sweater is climbing a concrete staircase,There is no small child in a pink sweater climbing a concrete staircase,0.525,0.53827757
6709,A little child in a pink sweater is climbing a concrete staircase,A small child is outdoors climbing steps in a grassy area,0.625,0.4871956
6710,A small child is outdoors climbing steps in a grassy area,There is no small child in a pink sweater climbing a concrete staircase,0.4,0.27989006
6711,"A child, who is small, is outdoors climbing steps outdoors in an area full of grass",A small child in a pink sweater is climbing a concrete staircase,0.475,0.4991235
6712,A small child in a pink sweater is climbing a concrete staircase,A small child is lying outdoors in a grassy area,0.30000000000000004,0.16786206
6713,A small child in a pink sweater is climbing a concrete staircase,A small child is outdoors climbing steps in a grassy area,0.65,0.49235606
6714,The black bird is sitting comfortably in a leafless tree,The black bird is sitting in a leafless tree,0.9750000000000001,0.9629413
6715,The black bird is not sitting in a leafless tree,The black bird is sitting in a leafless tree,0.675,0.5995606
6716,"A bird, which is black, is sitting on a dead tree",A black bird is sitting on a dead tree,1.0,0.9901621
6717,A black bird is sitting on a dead tree,A black bird is taking flight from a dead tree,0.6,0.6648873
6718,A dead bird is near a black man sitting on a tree,A black bird is sitting on a dead tree,0.275,0.91708386
6719,The black bird is sitting in a leafless tree,"A bird, which is black, is sitting on a dead tree",0.825,0.91529334
6720,A black bird is taking flight from a dead tree,The black bird is sitting in a leafless tree,0.675,0.5902981
6721,A dead bird is near a black man sitting on a tree,The black bird is sitting in a leafless tree,0.44999999999999996,0.8163293
6722,A black bird is sitting on a dead tree,The black bird is sitting comfortably in a leafless tree,0.75,0.8785256
6723,The black bird is not sitting in a leafless tree,A black bird is sitting on a dead tree,0.7,0.51605904
6724,The black bird is sitting in a leafless tree,A black bird is sitting on a dead tree,0.875,0.92699456
6725,A child in orange is playing outdoors with a snowball,A kid in orange is playing outside with a snowball,0.95,0.99482524
6726,There is no kid in orange playing outside with a snowball,A kid in orange is playing outside with a snowball,0.625,0.5154611
6727,A child is making a snow ball,A snow ball is being made by a child,1.0,0.9642273
6728,A child is making a snow ball,A child is smashing a snow ball,0.675,0.8615773
6729,A kid in orange is playing outside with a snowball,A snow ball is being made by a child,0.575,0.80591524
6730,A child is smashing a snow ball,A kid in orange is playing outside with a snowball,0.725,0.83761317
6731,A child is making a snow ball,A child in orange is playing outdoors with a snowball,0.8500000000000001,0.8282546
6732,A child is making a snow ball,There is no kid in orange playing outside with a snowball,0.55,0.36556607
6733,A child is making a snow ball,A kid in orange is playing outside with a snowball,0.675,0.82246065
6734,Three people are sitting on a bench under some palm trees,A few people are sitting on a bench under some palm trees,0.8587499999999999,0.9766948
6735,Three people are standing by a bench under some palm trees,Three people are sitting on a bench under some palm trees,0.65,0.6053176
6736,The people are sitting aimlessly on a bench in front of a restaurant,The people are sitting on a bench in front of a restaurant,0.8500000000000001,0.87937844
6737,The people are not sitting on a bench in front of a restaurant,The people are sitting on a bench in front of a restaurant,0.625,0.43260273
6738,The people are sitting on a bench in front of a restaurant,The people are sitting in a restaurant in front of the beach,0.75,0.9102113
6739,Three people are sitting on a bench under some palm trees,The people are sitting aimlessly on a bench in front of a restaurant,0.59125,0.6970743
6740,The people are not sitting on a bench in front of a restaurant,Three people are sitting on a bench under some palm trees,0.55,0.35517907
6741,Three people are sitting on a bench under some palm trees,The people are sitting in a restaurant in front of the beach,0.6,0.6268011
6742,A few people are sitting on a bench under some palm trees,The people are sitting on a bench in front of a restaurant,0.6,0.7723521
6743,Three people are standing by a bench under some palm trees,The people are sitting on a bench in front of a restaurant,0.525,0.37620437
6744,Three people are sitting on a bench under some palm trees,The people are sitting on a bench in front of a restaurant,0.56625,0.7517024
6745,Two people are sitting in lawn chairs and are reading books,Some people are sitting in lawn chairs and are reading books,0.9125000000000001,0.9963073
6746,There is no one sitting in lawn chairs and reading books,Two people are sitting in lawn chairs and are reading books,0.575,0.3636378
